CoQ code,Series,Register status,Date of issue,Supersedes,Plan no.,Batch (cultivation),P lot,Strain,Harvest,Packaging,Manuf. date (template),Pack. date (template),iCoA code,iCoA issued,iCoA tested / sampled,Retest campaign,Total THC (%),THC certificate,Grade,Potency window,Product code,Specification code,Specification status,Phenotype,Chemotype,Processing,Dominance,Packaging (spec.),Latest external certificate,#1 result,#1 document,#1 issued,#1 laboratory,#2 result,#2 document,#2 issued,#2 laboratory,#3 result,#3 document,#3 issued,#3 laboratory,#4 result,#4 document,#4 issued,#4 laboratory,#5 result,#5 document,#5 issued,#5 laboratory,#6 result,#6 document,#6 issued,#6 laboratory,#7 result,#7 document,#7 issued,#7 laboratory,#8 result,#8 document,#8 issued,#8 laboratory,#9.1 result,#9.1 document,#9.1 issued,#9.1 laboratory,#9.2 result,#9.2 document,#9.2 issued,#9.2 laboratory,#9.3 result,#9.3 document,#9.3 issued,#9.3 laboratory,#9.4 result,#9.4 document,#9.4 issued,#9.4 laboratory,#9.5 result,#9.5 document,#9.5 issued,#9.5 laboratory,#9.6 result,#9.6 document,#9.6 issued,#9.6 laboratory,#9.7 result,#9.7 document,#9.7 issued,#9.7 laboratory,#10.1 result,#10.1 document,#10.1 issued,#10.1 laboratory,#10.2 result,#10.2 document,#10.2 issued,#10.2 laboratory,#10.3 result,#10.3 document,#10.3 issued,#10.3 laboratory,#11.1 result,#11.1 document,#11.1 issued,#11.1 laboratory,#11.2 result,#11.2 document,#11.2 issued,#11.2 laboratory,#11.3 result,#11.3 document,#11.3 issued,#11.3 laboratory,#11.4 result,#11.4 document,#11.4 issued,#11.4 laboratory,#12 result,#12 document,#12 issued,#12 laboratory
CoQ-PP_26-104,reissue — retest,issuable,17.08.2026,CoQ-PP_26-042 of 06.06.2026,(assigned on issue),PM092501,P060062,Permanent Marker,11.12.2025,30.01.2026,11.12.2025,30.01.2026,iCoA-PP_26-120,27.07.2026,24.07.2026,Tranche 1,12.25,197-20-К/26,II,11.00 – 12.99 %,PM_THC12 : CBD1,QCSP_001_PM-II_v.01,"for review — replaces the issued QCSP_001_PM-II_v.01 (was PM_THC10 : CBD1, 9.00 – 11.00 %); now PM_THC12 : CBD1 11.00 – 12.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",10.08.2026,Conforms | Одговара,iCoA-PP_26-120,27.07.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-120,27.07.2026,Purely Plant GmbH (in-house),Conforms | Одговара,197-20-К/26,07.08.2026,Farmahem,12.25,197-20-К/26,07.08.2026,Farmahem,< LOQ,197-20-К/26,07.08.2026,Farmahem,< LOQ,197-20-К/26,07.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-120,27.07.2026,Purely Plant GmbH (in-house),7.97,ППК26004,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,2 × 10³,6/0009/26,20.01.2026,IPH — Institute of Public Health,2.2 × 10³,6/0009/26,20.01.2026,IPH — Institute of Public Health,< 10,6/0009/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,6/0009/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,6/0009/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,197-20-М/26,10.08.2026,Farmahem,ND,197-20-М/26,10.08.2026,Farmahem,ND,197-20-М/26,10.08.2026,Farmahem,0.03,83/2026,02.02.2026,IPH — Institute of Public Health,ND,83/2026,02.02.2026,IPH — Institute of Public Health,ND,83/2026,02.02.2026,IPH — Institute of Public Health,ND,83/2026,02.02.2026,IPH — Institute of Public Health,ND,83/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-105,reissue — retest,issuable,17.08.2026,CoQ-PP_26-074 of 06.06.2026,(assigned on issue),SCR012603,P060382,Scrambler,22.04.2026,25.05.2026,22.04.2026,25.05.2026,iCoA-PP_26-119,27.07.2026,24.07.2026,Tranche 1,17.84,197-21-К/26,II,16.20 – 19.79 %,SCR_THC18 : CBD1,QCSP_001_SCR-II_v.01,"for review — replaces the issued QCSP_001_SCR-II_v.01 (was SCR_THC18 : CBD1, 16.20 – 19.80 %); now SCR_THC18 : CBD1 16.20 – 19.79 %",HYBRID,THC,MACHINE TRIMMED,TO BE DETERMINED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",10.08.2026,Conforms | Одговара,iCoA-PP_26-119,27.07.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-119,27.07.2026,Purely Plant GmbH (in-house),Conforms | Одговара,197-21-К/26,07.08.2026,Farmahem,17.84,197-21-К/26,07.08.2026,Farmahem,< LOQ,197-21-К/26,07.08.2026,Farmahem,< LOQ,197-21-К/26,07.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-119,27.07.2026,Purely Plant GmbH (in-house),carried from the initial testing — not tested,—,—,—,5.4 × 10⁴,364/0694/26,01.06.2026,IPH — Institute of Public Health,1.8 × 10⁴,364/0694/26,01.06.2026,IPH — Institute of Public Health,< 10,364/0694/26,01.06.2026,IPH — Institute of Public Health,Absent | Отсутна,364/0694/26,01.06.2026,IPH — Institute of Public Health,Absent | Отсутна,364/0694/26,01.06.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,197-21-М/26,10.08.2026,Farmahem,ND,197-21-М/26,10.08.2026,Farmahem,ND,197-21-М/26,10.08.2026,Farmahem,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—
CoQ-PP_26-106,reissue — retest,issuable,18.09.2026,CoQ-PP_26-048 of 06.06.2026,(assigned on issue),ACC102501,P060122,Amnesia Core Cut,09.01.2026,18.02.2026 – 19.02.2026,09.01.2026,18.02.2026,iCoA-PP_26-123,17.08.2026,12.08.2026,Tranche 2,12.09,220-1-К/26,I,10.80 – 13.19 %,ACC_THC12 : CBD1,QCSP_001_ACC-I_v.01,"for review — replaces the issued QCSP_001_ACC-I_v.01 (was ACC_THC12 : CBD1, 10.80 – 13.20 %); now ACC_THC12 : CBD1 10.80 – 13.19 %",HYBRID,THC,MACHINE TRIMMED,TO BE DETERMINED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-123,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-123,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-1-К/26,25.08.2026,Farmahem,12.09,220-1-К/26,25.08.2026,Farmahem,< LOQ,220-1-К/26,25.08.2026,Farmahem,< LOQ,220-1-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-123,17.08.2026,Purely Plant GmbH (in-house),"7,1 %",031-5-ГС/26,12.02.2026,FHM,1 × 10³,77/0120/26,09.02.2026,IPH — Institute of Public Health,1.6 × 10³,77/0120/26,09.02.2026,IPH — Institute of Public Health,< 10,77/0120/26,09.02.2026,IPH — Institute of Public Health,Absent | Отсутна,77/0120/26,09.02.2026,IPH — Institute of Public Health,Absent | Отсутна,77/0120/26,09.02.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-1-М/26,11.09.2026,Farmahem,ND,220-1-М/26,11.09.2026,Farmahem,ND,220-1-М/26,11.09.2026,Farmahem,0.078,326/2026,11.02.2026,IPH — Institute of Public Health,ND,326/2026,11.02.2026,IPH — Institute of Public Health,0.022,326/2026,11.02.2026,IPH — Institute of Public Health,ND,326/2026,11.02.2026,IPH — Institute of Public Health,ND mg/kg — all 25 residues,326/2026,11.02.2026,IJZ
CoQ-PP_26-107,reissue — retest,issuable,18.09.2026,CoQ-PP_26-025 of 06.06.2026,(assigned on issue),BSS052501,P050192,Blue Sunset Sherbet,01.09.2025 – 03.09.2025,10.10.2025 – 21.10.2025,01.09.2025,10.10.2025,iCoA-PP_26-124,17.08.2026,12.08.2026,Tranche 2,20.52,220-2-К/26,III,18.11 – 21.88 %,BSS_THC20 : CBD1,QCSP_001_BSS-III_v.01,for review — new,INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-124,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-124,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-2-К/26,25.08.2026,Farmahem,20.52,220-2-К/26,25.08.2026,Farmahem,< LOQ,220-2-К/26,25.08.2026,Farmahem,< LOQ,220-2-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-124,17.08.2026,Purely Plant GmbH (in-house),8.60,iCoA-PP_26-024,03.06.2026,Purely Plant GmbH (in-house),200,1157/2058/25,24.11.2025,IPH — Institute of Public Health,200,1157/2058/25,24.11.2025,IPH — Institute of Public Health,< 10² and > 10,1157/2058/25,24.11.2025,IPH — Institute of Public Health,Absent | Отсутна,1157/2058/25,24.11.2025,IPH — Institute of Public Health,Absent | Отсутна,1157/2058/25,24.11.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-2-М/26,11.09.2026,Farmahem,ND,220-2-М/26,11.09.2026,Farmahem,ND,220-2-М/26,11.09.2026,Farmahem,0.024,5661/2025,01.12.2025,IPH — Institute of Public Health,0.004,5661/2025,01.12.2025,IPH — Institute of Public Health,0.025,5661/2025,01.12.2025,IPH — Institute of Public Health,0.0036,5661/2025,01.12.2025,IPH — Institute of Public Health,Not found any pesticide above LOQ (≤LOQ) — COMPLIES with Ph. Eur.,10802_2845/2,17.11.2025,State Phytosanitary Laboratory
CoQ-PP_26-108,reissue — retest,issuable,18.09.2026,CoQ-PP_26-072 of 06.06.2026,(assigned on issue),CC012603,P060372,Cash Cow,22.04.2026,24.05.2026,22.04.2026,24.05.2026,iCoA-PP_26-145,17.08.2026,14.08.2026,Tranche 2,14.76,220-29-К/26,II,12.65 – 15.34 %,CC_THC14 : CBD1,QCSP_001_CC-II_v.01,"for review — replaces the issued QCSP_001_CC-II_v.01 (was CC_THC14 : CBD1, 12.60 – 15.40 %); now CC_THC14 : CBD1 12.65 – 15.34 %",HYBRID,THC,MACHINE TRIMMED,INDICA 70 : SATIVA 30,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-145,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-145,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-29-К/26,26.08.2026,Farmahem,14.76,220-29-К/26,26.08.2026,Farmahem,< LOQ,220-29-К/26,26.08.2026,Farmahem,< LOQ,220-29-К/26,26.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-145,17.08.2026,Purely Plant GmbH (in-house),carried from the initial testing — not tested,—,—,—,2.7 × 10³,363/0693/26,01.06.2026,IPH — Institute of Public Health,1.6 × 10¹,363/0693/26,01.06.2026,IPH — Institute of Public Health,< 10,363/0693/26,01.06.2026,IPH — Institute of Public Health,Absent | Отсутна,363/0693/26,01.06.2026,IPH — Institute of Public Health,Absent | Отсутна,363/0693/26,01.06.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-29-М/26,11.09.2026,Farmahem,ND,220-29-М/26,11.09.2026,Farmahem,ND,220-29-М/26,11.09.2026,Farmahem,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—
CoQ-PP_26-109,reissue — retest,issuable,18.09.2026,CoQ-PP_26-049 of 06.06.2026,(assigned on issue),CF102501,P060132,Chem Flyer,09.01.2026,19.02.2026 – 20.02.2026,09.01.2026,19.02.2026,iCoA-PP_26-125,17.08.2026,12.08.2026,Tranche 2,9.55,220-6-К/26,I,9.00 – 10.99 %,CF_THC10 : CBD1,QCSP_001_CF-I_v.01,"for review — replaces the issued QCSP_001_CF-I_v.01 (was CF_THC10 : CBD1, 9.00 – 11.00 %); now CF_THC10 : CBD1 9.00 – 10.99 %",HYBRID,THC,MACHINE TRIMMED,TO BE DETERMINED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-125,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-125,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-6-К/26,25.08.2026,Farmahem,9.55,220-6-К/26,25.08.2026,Farmahem,< LOQ,220-6-К/26,25.08.2026,Farmahem,< LOQ,220-6-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-125,17.08.2026,Purely Plant GmbH (in-house),"5,6 %",031-4-ГС/26,12.02.2026,FHM,3.1 × 10⁴,73/0116/26,09.02.2026,IPH — Institute of Public Health,3.9 × 10⁴,73/0116/26,09.02.2026,IPH — Institute of Public Health,< 10³ and > 10²,73/0116/26,09.02.2026,IPH — Institute of Public Health,Absent | Отсутна,73/0116/26,09.02.2026,IPH — Institute of Public Health,Absent | Отсутна,73/0116/26,09.02.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-6-М/26,11.09.2026,Farmahem,ND,220-6-М/26,11.09.2026,Farmahem,ND,220-6-М/26,11.09.2026,Farmahem,0.07,330/2026,11.02.2026,IPH — Institute of Public Health,ND,330/2026,11.02.2026,IPH — Institute of Public Health,0.0942,330/2026,11.02.2026,IPH — Institute of Public Health,ND,330/2026,11.02.2026,IPH — Institute of Public Health,ND mg/kg — all 25 residues,330/2026,11.02.2026,IJZ
CoQ-PP_26-110,reissue — retest,issuable,18.09.2026,CoQ-PP_26-028 of 06.06.2026,(assigned on issue),CJ062501/1,P050222,Cap Junky,23.09.2025,24.11.2025 – 25.11.2025,23.09.2025,24.11.2025,iCoA-PP_26-126,17.08.2026,12.08.2026,Tranche 2,24.80,220-3-К/26,II,21.60 – 26.39 %,CJ_THC24 : CBD1,QCSP_001_CJ-II_v.01,"for review — replaces the issued QCSP_001_CJ-II_v.01 (was CJ_THC26 : CBD1, 25.01 – 26.99 %); now CJ_THC24 : CBD1 21.60 – 26.39 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-126,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-126,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-3-К/26,25.08.2026,Farmahem,24.80,220-3-К/26,25.08.2026,Farmahem,< LOQ,220-3-К/26,25.08.2026,Farmahem,< LOQ,220-3-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-126,17.08.2026,Purely Plant GmbH (in-house),7.77,ППК25321,23.10.2025,UKIM Faculty of Pharmacy — Center for Natural Products,"4,2 × 10³",535/1066/26,31.08.2026,IPH — Institute of Public Health,< 10,535/1066/26,31.08.2026,IPH — Institute of Public Health,< 10⁴ and > 10³,535/1066/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,535/1066/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,535/1066/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-3-М/26,11.09.2026,Farmahem,ND,220-3-М/26,11.09.2026,Farmahem,ND,220-3-М/26,11.09.2026,Farmahem,0.037,4907/2025,24.10.2025,IPH — Institute of Public Health,0.002,4907/2025,24.10.2025,IPH — Institute of Public Health,0.027,4907/2025,24.10.2025,IPH — Institute of Public Health,0.017,4907/2025,24.10.2025,IPH — Institute of Public Health,ND,4907/2025,24.10.2025,IPH — Institute of Public Health
CoQ-PP_26-111,reissue — retest,issuable,18.09.2026,CoQ-PP_26-038 of 06.06.2026,(assigned on issue),CJ082501/1,P060022,Cap Junky,09.12.2025 – 10.12.2025,16.01.2026,09.12.2025,16.01.2026,iCoA-PP_26-127,17.08.2026,12.08.2026,Tranche 2,28.34,220-4-К/26,I,26.40 – 29.59 %,CJ_THC28 : CBD1,QCSP_001_CJ-I_v.01,"for review — replaces the issued QCSP_001_CJ-I_v.01 (was CJ_THC28 : CBD1, 27.00 – 29.00 %); now CJ_THC28 : CBD1 26.40 – 29.59 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-127,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-127,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-4-К/26,25.08.2026,Farmahem,28.34,220-4-К/26,25.08.2026,Farmahem,< LOQ,220-4-К/26,25.08.2026,Farmahem,< LOQ,220-4-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-127,17.08.2026,Purely Plant GmbH (in-house),7.21,ППК26002,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,1.5 × 10²,8/0011/26,20.01.2026,IPH — Institute of Public Health,1.3 × 10²,8/0011/26,20.01.2026,IPH — Institute of Public Health,< 10,8/0011/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,8/0011/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,8/0011/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-4-М/26,11.09.2026,Farmahem,ND,220-4-М/26,11.09.2026,Farmahem,ND,220-4-М/26,11.09.2026,Farmahem,0.075,81/2026,02.02.2026,IPH — Institute of Public Health,ND,81/2026,02.02.2026,IPH — Institute of Public Health,ND,81/2026,02.02.2026,IPH — Institute of Public Health,ND,81/2026,02.02.2026,IPH — Institute of Public Health,ND,81/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-112,reissue — retest,issuable,18.09.2026,CoQ-PP_26-043 of 06.06.2026,(assigned on issue),CJ092501,P060072,Cap Junky,12.12.2025,02.02.2026,12.12.2025,02.02.2026,iCoA-PP_26-128,17.08.2026,12.08.2026,Tranche 2,25.65,220-5-К/26,II,21.60 – 26.39 %,CJ_THC24 : CBD1,QCSP_001_CJ-II_v.01,"for review — replaces the issued QCSP_001_CJ-II_v.01 (was CJ_THC26 : CBD1, 25.01 – 26.99 %); now CJ_THC24 : CBD1 21.60 – 26.39 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-128,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-128,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-5-К/26,25.08.2026,Farmahem,25.65,220-5-К/26,25.08.2026,Farmahem,< LOQ,220-5-К/26,25.08.2026,Farmahem,< LOQ,220-5-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-128,17.08.2026,Purely Plant GmbH (in-house),7.64,ППК26007,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,10/0013/26,20.01.2026,IPH — Institute of Public Health,< 10,10/0013/26,20.01.2026,IPH — Institute of Public Health,< 10,10/0013/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,10/0013/26,20.01.2026,IPH — Institute of Public Health,Absent | Отсутна,10/0013/26,20.01.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-5-М/26,11.09.2026,Farmahem,ND,220-5-М/26,11.09.2026,Farmahem,ND,220-5-М/26,11.09.2026,Farmahem,0.04,86/2026,02.02.2026,IPH — Institute of Public Health,ND,86/2026,02.02.2026,IPH — Institute of Public Health,ND,86/2026,02.02.2026,IPH — Institute of Public Health,0.004,86/2026,02.02.2026,IPH — Institute of Public Health,ND,86/2026,02.02.2026,IPH — Institute of Public Health
CoQ-PP_26-113,reissue — retest,issuable,18.09.2026,CoQ-PP_26-032 of 06.06.2026,(assigned on issue),CLE072501,P050282,Clemosa A Bud,28.10.2025,03.12.2025 – 04.12.2025,28.10.2025,03.12.2025,iCoA-PP_26-129,17.08.2026,12.08.2026,Tranche 2,8.65,220-7-К/26,I,7.20 – 8.79 %,CLE_THC8 : CBD1,QCSP_001_CLE-I_v.01,"for review — replaces the issued QCSP_001_CLE-I_v.01 (was CLE_THC8 : CBD1, 7.20 – 8.80 %); now CLE_THC8 : CBD1 7.20 – 8.79 %",HYBRID,THC,MACHINE TRIMMED,TO BE DETERMINED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-129,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-129,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-7-К/26,25.08.2026,Farmahem,8.65,220-7-К/26,25.08.2026,Farmahem,< LOQ,220-7-К/26,25.08.2026,Farmahem,< LOQ,220-7-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-129,17.08.2026,Purely Plant GmbH (in-house),9.68,ППК25370,28.11.2025,CNP,< 10,1219/2170/25,01.12.2025,IPH — Institute of Public Health,< 10,1219/2170/25,01.12.2025,IPH — Institute of Public Health,< 10,1219/2170/25,01.12.2025,IPH — Institute of Public Health,Absent | Отсутна,1219/2170/25,01.12.2025,IPH — Institute of Public Health,Absent | Отсутна,1219/2170/25,01.12.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-7-М/26,11.09.2026,Farmahem,ND,220-7-М/26,11.09.2026,Farmahem,ND,220-7-М/26,11.09.2026,Farmahem,0.032,5700/2025,02.12.2025,IPH — Institute of Public Health,0.002,5700/2025,02.12.2025,IPH — Institute of Public Health,0.013,5700/2025,02.12.2025,IPH — Institute of Public Health,0.021,5700/2025,02.12.2025,IPH — Institute of Public Health,ND,5700/2025,02.12.2025,IPH — Institute of Public Health
CoQ-PP_26-114,reissue — retest,issuable,18.09.2026,CoQ-PP_26-069 of 06.06.2026,(assigned on issue),FB012601/1,P060322,Fat Bastard,27.03.2026,22.05.2026,27.03.2026,22.05.2026,iCoA-PP_26-130,17.08.2026,12.08.2026,Tranche 2,17.99,220-8-К/26,II,16.20 – 19.79 %,FB_THC18 : CBD1,QCSP_001_FB-II_v.01,"for review — replaces the issued QCSP_001_FB-II_v.01 (was FB_THC18 : CBD1, 17.15 – 18.85 %); now FB_THC18 : CBD1 16.20 – 19.79 %",HYBRID,THC,MACHINE TRIMMED,BALANCED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-130,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-130,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-8-К/26,25.08.2026,Farmahem,17.99,220-8-К/26,25.08.2026,Farmahem,< LOQ,220-8-К/26,25.08.2026,Farmahem,< LOQ,220-8-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-130,17.08.2026,Purely Plant GmbH (in-house),7.67,ППК26067,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,2 × 10³,308/0552/26,28.04.2026,IPH — Institute of Public Health,"2,1 × 10³",308/0552/26,28.04.2026,IPH — Institute of Public Health,< 10,308/0552/26,28.04.2026,IPH — Institute of Public Health,Absent | Отсутна,308/0552/26,28.04.2026,IPH — Institute of Public Health,Absent | Отсутна,308/0552/26,28.04.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-8-М/26,11.09.2026,Farmahem,ND,220-8-М/26,11.09.2026,Farmahem,ND,220-8-М/26,11.09.2026,Farmahem,0.0114,2362/2026,30.04.2026,IPH — Institute of Public Health,0.017,2362/2026,30.04.2026,IPH — Institute of Public Health,0.0144,2362/2026,30.04.2026,IPH — Institute of Public Health,0.0155,2362/2026,30.04.2026,IPH — Institute of Public Health,ND,2362/2026,30.04.2026,IPH — Institute of Public Health
CoQ-PP_26-115,reissue — retest,issuable,18.09.2026,CoQ-PP_26-004 of 06.06.2026,CoQ-PP-2026-0029,GG1024,GG1024,Gorilla Glue,20.01.2025,11.03.2025,20.01.2025,11.03.2025,iCoA-PP_26-131,17.08.2026,12.08.2026,Tranche 2,15.51,220-9-К/26,II,13.77 – 16.22 %,GG_THC15 : CBD1,QCSP_001_GG-II_v.01,"for review — replaces the issued QCSP_001_GG-II_v.01 (was GG_THC16 : CBD1, 15.00 – 17.00 %); now GG_THC15 : CBD1 13.77 – 16.22 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-131,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-131,17.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,220-9-К/26,25.08.2026,Farmahem,15.51,220-9-К/26,25.08.2026,Farmahem,< LOQ,220-9-К/26,25.08.2026,Farmahem,< LOQ,220-9-К/26,25.08.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-131,17.08.2026,Purely Plant GmbH (in-house),7.8,ППК25008,29.01.2025,CNP,1.1 × 10⁴ CFU/g,166/0274/25,24.02.2025,IPH — Institute of Public Health,< 10,166/0274/25,24.02.2025,IPH — Institute of Public Health,< 10² and > 10 CFU/g,166/0274/25,24.02.2025,IPH — Institute of Public Health,Absent | Отсутна,166/0274/25,24.02.2025,IPH — Institute of Public Health,Absent | Отсутна,166/0274/25,24.02.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,220-9-М/26,11.09.2026,Farmahem,ND,220-9-М/26,11.09.2026,Farmahem,ND,220-9-М/26,11.09.2026,Farmahem,0.052,748/2025,04.03.2025,IPH — Institute of Public Health,0.016,748/2025,04.03.2025,IPH — Institute of Public Health,0.04,748/2025,04.03.2025,IPH — Institute of Public Health,0.004,748/2025,04.03.2025,IPH — Institute of Public Health,ND mg/Kg — all 22 residues,748/2025,04.03.2025,IJZ
